## Northumbria University, Release r32 (SWID 119)
## 01-01-2024 10:00:00
## -1071 377 -592 257 1618 -697 605 -251 0
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark
348 192 7 4 -274 -229 2 1 2 0000
118 118 2 1 -270 -211 1 1 1 0000
-55 -45 -1 -1 -265 -229 1 -3 0 0000
-232 -146 -5 -3 -265 -200 -2 -3 -1 0000
-179 -105 -4 -2 -265 -208 0 4 1 0000
-210 -169 -4 -3 -264 -180 -5 2 -2 0000
-229 -130 -5 -3 -243 -188 0 -1 0 0000
-131 -56 -3 -2 -261 -184 0 -1 -1 0000
-164 -49 -3 -2 -230 -161 1 -3 0 0000
-127 -110 -3 -2 -253 -179 6 0 -4 0000
-40 -4 -1 0 -220 -164 -2 0 -1 0000
-6 -1 0 0 -251 -156 -1 -1 -1 0000
96 91 2 1 -220 -125 -1 0 1 0000
110 63 2 1 -223 -178 1 -3 1 0000
124 108 2 1 -209 -151 1 -1 -1 0000
157 41 3 2 -190 -159 -4 0 1 0000
147 69 3 2 -194 -149 1 1 -1 0000
196 138 4 2 -202 -101 2 0 1 0000
211 147 4 3 -170 -123 -2 -3 0 0000
217 122 4 3 -180 -170 -3 -4 -2 0000
233 135 5 3 -169 -140 -1 -4 -1 0000
213 126 4 3 -172 -145 1 1 0 0000
288 205 6 3 -142 -175 2 1 1 0000
229 111 5 3 -127 -87 -2 0 -2 0000
353 211 7 4 -142 -149 1 -1 0 0000
348 205 7 4 -109 -93 -2 -1 5 0000
328 230 7 4 -111 -117 -2 -3 0 0000
284 173 6 3 -125 -59 3 0 2 0000
350 211 7 4 -86 -95 1 1 2 0000
299 168 6 4 -71 -53 1 1 1 0000
351 178 7 4 -59 -72 -3 1 0 0000
393 237 8 5 -44 -88 0 0 -2 0000
404 229 8 5 -55 -64 -3 5 3 0000
388 201 8 5 -46 -55 0 -1 0 0000
388 231 8 5 -30 -54 -2 0 0 0000
409 237 8 5 -2 -80 2 2 -3 0000
359 215 7 4 -17 -41 2 3 0 0000
399 245 8 5 14 -24 -1 -5 -1 0000
468 288 9 6 28 -85 -3 -1 -4 0000
363 212 7 4 33 -66 2 1 5 0000
465 300 9 6 51 -25 1 1 2 0000
431 305 9 5 80 -1 4 0 -3 0000
403 226 8 5 91 -46 0 0 -3 0000
477 289 10 6 94 -5 0 -1 -1 0000
405 270 8 5 55 -24 0 -1 -1 0000
457 297 9 5 120 -5 2 -4 1 0000
395 254 8 5 140 -5 -3 2 0 0000
403 215 8 5 133 -2 2 1 -1 0000
361 214 7 4 148 -5 1 1 -1 0000
341 189 7 4 167 3 -1 1 2 0000
298 134 6 4 198 25 0 -2 2 0000
329 151 7 4 221 -10 -2 1 1 0000
357 237 7 4 225 -36 0 0 -3 0000
290 206 6 3 204 -4 -3 -1 1 0000
276 158 6 3 220 35 1 1 1 0000
285 131 6 3 248 27 2 1 1 0000
289 201 6 3 226 -13 3 -2 2 0000
256 134 5 3 236 14 2 1 2 0000
294 179 6 4 272 40 3 1 3 0000
253 172 5 3 270 34 0 -2 -1 0000
230 135 5 3 271 41 0 -2 -1 0000
184 142 4 2 298 37 -2 -4 1 0000
176 88 4 2 274 50 0 -3 -2 0000
205 98 4 2 289 72 1 -2 -3 0000
169 115 3 2 294 59 5 1 0 0000
200 102 4 2 294 67 0 0 0 0000
106 77 2 1 302 76 -4 0 -1 0000
154 89 3 2 283 53 0 0 0 0000
118 78 2 1 313 71 5 2 0 0000
167 58 3 2 276 61 -2 -2 -2 0000
127 86 3 2 312 82 1 -3 2 0000
74 27 1 1 312 80 -1 2 -4 0000
57 8 1 1 285 102 0 -2 0 0000
95 63 2 1 293 71 0 1 1 0000
72 54 1 1 286 80 -1 0 1 0000
72 53 1 1 316 77 -2 -2 1 0000
63 26 1 1 277 95 -1 -1 1 0000
82 48 2 1 275 106 2 -3 1 0000
25 29 0 0 252 94 -1 -3 0 0000
156 80 3 2 262 112 -1 2 -2 0000
56 72 1 1 267 141 -2 0 -2 0000
27 28 1 0 246 94 -4 2 -1 0000
35 35 1 0 224 126 2 -2 0 0000
53 15 1 1 245 144 -1 0 1 0000
53 -8 1 1 215 134 0 -1 2 0000
-22 -11 0 0 224 139 1 1 3 0000
-33 -14 -1 0 220 181 -4 -1 -1 0000
24 35 0 0 185 149 0 -3 2 0000
50 40 1 1 195 135 0 0 -4 0000
28 17 1 0 155 136 -3 0 0 0000
52 23 1 1 160 130 -3 3 -2 0000
32 10 1 0 157 169 -1 -2 -4 0000
31 30 1 0 140 173 3 -3 0 0000
68 25 1 1 108 169 -4 -1 -4 0000
-15 -5 0 0 97 198 3 -4 1 0000
-7 18 0 0 100 201 4 -3 -1 0000
27 -2 1 0 67 200 3 2 1 0000
23 21 0 0 57 149 1 0 -1 0000
-51 -9 -1 -1 68 211 2 1 3 0000
30 -20 1 0 47 221 1 -1 1 0000
-25 -37 0 0 24 209 0 2 -2 0000
-23 21 0 0 18 193 -1 0 -2 0000
65 72 1 1 17 213 -4 -1 0 0000
48 40 1 1 -16 179 -1 -5 0 0000
-10 -8 0 0 -1 219 -4 0 2 0000
63 67 1 1 -40 248 0 -1 0 0000
-3 2 0 0 -48 227 -2 1 -1 0000
43 20 1 1 -65 216 0 0 -1 0000
54 26 1 1 -45 253 1 0 2 0000
52 28 1 1 -100 241 -3 -2 1 0000
50 69 1 1 -98 259 0 2 0 0000
3 -11 0 0 -109 226 -1 4 -2 0000
-5 19 0 0 -117 227 -2 -1 1 0000
49 49 1 1 -154 240 -2 -1 1 0000
9 -31 0 0 -126 251 1 1 -3 0000
-9 7 0 0 -161 238 2 -1 -1 0000
-19 18 0 0 -164 228 -1 0 3 0000
50 34 1 1 -171 243 0 1 -1 0000
34 33 1 0 -183 278 0 -2 1 0000
56 -8 1 1 -195 251 0 0 2 0000
-7 -6 0 0 -188 248 0 2 -4 0000
19 23 0 0 -202 289 0 1 -1 0000
-22 -15 0 0 -184 295 -1 -1 -2 0000
14 -1 0 0 -235 274 -4 -1 0 0000
-14 -40 0 0 -203 265 -1 -1 1 0000
23 17 0 0 -201 303 0 -1 1 0000
10 24 0 0 -209 275 1 0 2 0000
54 30 1 1 -232 322 1 2 1 0000
20 41 0 0 -233 313 -1 -4 -2 0000
-1 -15 0 0 -237 328 1 1 -1 0000
-42 -27 -1 0 -231 312 0 2 -1 0000
-3 -32 0 0 -243 292 0 3 -1 0000
-7 -3 0 0 -266 335 -1 0 -2 0000
45 32 1 1 -228 309 2 1 3 0000
24 11 0 0 -261 347 0 0 -1 0000
-7 -25 0 0 -282 340 -1 -3 1 0000
17 6 0 0 -282 342 -1 -1 1 0000
14 -1 0 0 -258 346 2 -2 -4 0000
20 -4 0 0 -283 345 0 2 -1 0000
1 2 0 0 -268 334 0 0 -7 0000
45 19 1 1 -243 375 1 2 -2 0000
49 10 1 1 -315 346 1 1 -2 0000
-25 5 -1 0 -283 334 -5 1 2 0000
40 19 1 0 -277 367 -2 -2 0 0000
-13 6 0 0 -294 342 -2 2 -1 0000
16 -3 0 0 -319 347 2 0 0 0000
40 11 1 0 -300 380 -1 -1 0 0000
24 -16 0 0 -298 367 -1 1 2 0000
9 18 0 0 -292 331 0 -4 1 0000
12 21 0 0 -297 380 2 5 3 0000
77 28 2 1 -304 371 2 -1 0 0000
52 71 1 1 -282 387 -1 3 3 0000
10 -17 0 0 -326 366 1 -2 1 0000
0 -11 0 0 -286 393 -2 -1 0 0000
64 55 1 1 -301 407 3 2 -2 0000
12 -1 0 0 -296 419 0 2 1 0000
21 0 0 0 -289 361 0 -1 3 0000
48 75 1 1 -299 425 1 -4 2 0000
-10 23 0 0 -301 426 -1 -2 0 0000
-4 26 0 0 -294 395 -1 2 2 0000
-3 52 0 0 -291 382 -3 2 2 0000
14 25 0 0 -299 403 3 1 3 0000
-64 -19 -1 -1 -303 413 -2 4 0 0000
-4 -32 0 0 -288 396 1 -1 2 0000
30 -1 1 0 -327 403 2 4 -1 0000
18 14 0 0 -317 358 1 2 -2 0000
19 -15 0 0 -306 395 -1 0 2 0000
-40 -41 -1 0 -283 455 -2 -1 -1 0000
14 -22 0 0 -291 391 0 2 -2 0000
2 8 0 0 -301 375 0 -2 -1 0000
3 19 0 0 -272 424 -1 1 -2 0000
24 -31 0 0 -296 422 -4 0 1 0000
32 31 1 0 -298 400 -1 -3 -5 0000
-33 13 -1 0 -286 453 2 -1 0 0000
-63 -30 -1 -1 -307 448 1 -1 2 0000
-80 -45 -2 -1 -303 427 1 -3 0 0000
-82 -74 -2 -1 -314 398 1 -2 -3 0000
-146 -103 -3 -2 -284 428 0 1 0 0000
-192 -128 -4 -2 -279 429 2 1 -2 0000
-213 -132 -4 -3 -304 418 4 -2 5 0000
-192 -116 -4 -2 -306 429 0 2 3 0000
-267 -172 -5 -3 -295 447 2 -1 2 0000
-239 -133 -5 -3 -284 462 0 2 -1 0000
-234 -153 -5 -3 -317 453 2 2 2 0000
-90 -53 -2 -1 -306 481 1 1 2 0000
-102 -62 -2 -1 -292 442 -3 4 0 0000
44 -7 1 1 -316 458 0 1 4 0000
178 114 4 2 -306 443 1 1 1 0000
405 248 8 5 -300 433 0 -2 -2 0000
711 401 14 9 -288 467 -2 -3 2 0000
1064 641 21 13 -293 472 -1 1 -3 0000
1487 915 30 18 -286 481 1 2 2 0000
1731 1057 35 21 -283 456 -1 3 0 0000
1809 1104 36 22 -285 469 0 -2 -3 0001
1671 1003 33 20 -296 479 -1 2 1 0000
1415 852 28 17 -291 467 3 -6 2 0000
1088 692 22 13 -280 480 -3 0 -3 0000
649 377 13 8 -270 499 4 0 -3 0000
334 184 7 4 -295 484 1 -4 1 0000
130 88 3 2 -276 455 0 -2 -1 0000
-47 -19 -1 -1 -260 452 2 2 -1 0000
-177 -112 -4 -2 -262 499 1 -1 -2 0000
-161 -119 -3 -2 -263 479 0 3 -2 0000
-262 -160 -5 -3 -253 485 -1 4 2 0000
-173 -72 -3 -2 -269 472 1 -3 1 0000
-159 -74 -3 -2 -231 489 3 2 -3 0000
-201 -116 -4 -2 -236 524 3 -1 -1 0000
-76 -55 -2 -1 -234 507 5 1 -1 0000
-8 -26 0 0 -234 466 1 0 -1 0000
-6 -4 0 0 -236 530 -1 0 1 0000
60 37 1 1 -236 491 -2 -2 2 0000
46 41 1 1 -214 476 1 1 1 0000
95 85 2 1 -217 469 0 -1 0 0000
149 102 3 2 -180 472 -2 2 -2 0000
171 112 3 2 -171 479 -5 0 -2 0000
177 123 4 2 -183 478 -2 0 -1 0000
170 76 3 2 -169 449 2 -2 -1 0000
225 187 4 3 -173 512 6 4 3 0000
260 137 5 3 -187 468 1 0 -1 0000
216 118 4 3 -174 501 1 1 -1 0000
249 180 5 3 -179 482 0 -8 3 0000
245 131 5 3 -147 508 4 3 -1 0000
272 123 5 3 -153 497 -3 3 0 0000
292 168 6 4 -113 487 -4 4 0 0000
297 183 6 4 -103 480 2 0 -3 0000
302 202 6 4 -104 474 -2 -2 -5 0000
311 155 6 4 -129 531 0 -1 2 0000
337 207 7 4 -83 528 1 2 0 0000
341 225 7 4 -64 534 -3 0 -5 0000
341 196 7 4 -38 475 -1 1 -3 0000
378 224 8 5 -24 489 -1 -2 0 0000
387 225 8 5 -28 473 -3 -1 1 0000
388 218 8 5 -18 530 -1 0 1 0000
356 190 7 4 -24 483 -1 -3 -1 0000
406 246 8 5 -5 505 -1 1 0 0000
411 258 8 5 26 504 -1 2 -2 0000
393 229 8 5 58 513 1 1 -1 0000
420 274 8 5 22 481 -1 2 2 0000
442 268 9 5 57 526 -1 -1 -2 0000
413 228 8 5 61 524 1 1 -2 0000
424 287 8 5 83 503 -3 -2 -3 0000
437 240 9 5 109 491 -1 -2 0 0000
444 270 9 5 91 520 0 1 1 0000
374 206 7 4 114 513 1 -1 -1 0000
370 228 7 4 114 484 0 3 0 0000
364 212 7 4 151 495 0 -3 3 0000
399 220 8 5 175 539 -1 1 4 0000
374 213 7 4 166 485 -2 -1 -3 0000
375 271 7 4 176 519 -4 3 0 0000
344 214 7 4 193 510 2 -2 3 0000
315 170 6 4 224 514 -4 -1 -1 0000
267 152 5 3 223 465 2 -2 1 0000
247 135 5 3 215 486 3 0 1 0000
346 198 7 4 220 487 -2 -2 0 0000
272 143 5 3 228 513 2 2 -2 0000
276 180 6 3 263 498 -1 0 -1 0000
266 174 5 3 258 497 0 1 0 0000
275 182 6 3 274 486 -1 0 1 0000
237 196 5 3 271 476 -4 -1 -2 0000
206 111 4 2 291 500 0 -1 2 0000
214 99 4 3 277 468 -2 -2 -4 0000
190 130 4 2 299 463 -1 -1 2 0000
148 102 3 2 288 480 -2 -3 2 0000
183 112 4 2 281 495 3 2 1 0000
148 87 3 2 297 497 0 0 1 0000
131 63 3 2 309 482 3 2 -1 0000
94 57 2 1 306 463 -1 -1 -2 0000
146 80 3 2 295 465 5 0 -4 0000
90 106 2 1 301 494 4 1 2 0000
90 75 2 1 322 467 0 -1 -1 0000
83 61 2 1 294 485 0 1 0 0000
75 63 1 1 278 526 -1 3 2 0000
86 19 2 1 292 500 1 4 -2 0000
89 44 2 1 276 476 -1 -1 0 0000
72 65 1 1 315 460 -1 -2 2 0000
6 8 0 0 292 478 1 0 0 0000
-28 -33 -1 0 284 448 4 -2 -2 0000
29 44 1 0 250 460 -1 -2 -1 0000
30 0 1 0 274 480 -2 -2 -1 0000
27 61 1 0 223 477 1 -1 -5 0000
-14 -11 0 0 234 465 0 -2 0 0000
4 -62 0 0 205 458 2 1 2 0000
-33 -13 -1 0 203 468 -4 1 -2 0000
98 51 2 1 222 414 -2 -1 -1 0000
33 16 1 0 195 491 2 0 -2 0000
14 20 0 0 164 456 -1 1 2 0000
-45 -11 -1 -1 176 433 -1 -1 2 0000
3 34 0 0 165 491 -1 -5 1 0000
34 19 1 0 153 484 -3 -1 -2 0000
31 -26 1 0 107 470 2 2 -1 0000
20 54 0 0 134 436 0 -1 0 0000
48 16 1 1 101 463 -2 0 -3 0000
-50 -36 -1 -1 115 435 0 -2 3 0000
-29 -42 -1 0 77 454 1 -2 2 0000
3 26 0 0 81 454 1 -1 1 0000
7 -1 0 0 60 403 0 1 0 0000
-14 -30 0 0 50 449 -1 1 -4 0000
38 4 1 0 48 442 1 1 -1 0000
-60 -17 -1 -1 23 412 1 1 2 0000
-29 -15 -1 0 52 403 1 -3 -3 0000
49 39 1 1 18 405 0 1 -3 0000
27 17 1 0 0 448 2 0 -1 0000
-45 -20 -1 -1 -21 443 2 -1 2 0000
25 16 0 0 -54 428 7 0 0 0000
11 -40 0 0 -57 438 1 2 0 0000
-40 -36 -1 0 -44 405 -2 -2 3 0000
11 10 0 0 -67 417 0 -1 2 0000
26 30 1 0 -54 425 0 0 2 0000
-30 -2 -1 0 -84 407 -1 -1 -2 0000
15 10 0 0 -96 401 0 -2 -3 0000
-38 -36 -1 0 -113 429 -1 0 -2 0000
15 53 0 0 -130 446 -1 -1 0 0000
-30 -23 -1 0 -146 391 -1 2 3 0000
-12 2 0 0 -143 387 -2 -1 0 0000
-32 -24 -1 0 -153 421 -2 -1 0 0000
20 29 0 0 -164 396 2 -1 1 0000
-5 14 0 0 -153 393 3 1 -1 0000
14 -14 0 0 -185 345 1 0 0 0000
17 11 0 0 -194 388 -3 -4 1 0000
-1 3 0 0 -209 406 -1 0 2 0000
-4 -17 0 0 -198 389 -5 -1 -1 0000
11 -1 0 0 -217 391 -2 1 1 0000
16 -6 0 0 -199 396 3 -1 1 0000
-2 -21 0 0 -211 377 2 -1 1 0000
11 6 0 0 -236 381 -4 2 -3 0000
22 37 0 0 -251 359 -1 -3 1 0000
19 -6 0 0 -247 399 1 1 -1 0000
37 6 1 0 -225 371 -3 0 0 0000
-59 9 -1 -1 -253 335 -1 0 -2 0000
8 -10 0 0 -220 373 2 -2 -1 0000
3 7 0 0 -254 357 1 1 0 0000
-25 -38 -1 0 -231 333 1 2 -3 0000
-25 5 0 0 -267 333 3 -1 -3 0000
14 15 0 0 -280 321 -1 0 2 0000
-13 7 0 0 -265 356 -4 -1 -2 0000
-10 -12 0 0 -278 330 1 -4 -1 0000
13 -44 0 0 -294 304 1 1 -1 0000
32 30 1 0 -278 355 1 0 -1 0000
59 67 1 1 -282 363 2 1 -1 0000
21 7 0 0 -254 331 0 -1 -3 0000
57 49 1 1 -289 306 2 -5 -3 0000
35 1 1 0 -265 341 0 2 3 0000
7 22 0 0 -298 306 0 0 0 0000
5 -12 0 0 -268 311 3 0 2 0000
55 22 1 1 -267 297 -2 -1 -2 0000
-33 -33 -1 0 -274 278 2 2 0 0000
-1 7 0 0 -271 303 -1 2 1 0000
3 2 0 0 -343 324 1 4 -2 0000
-73 -48 -1 -1 -278 252 0 -1 1 0000
-14 -37 0 0 -287 267 -2 0 -1 0000
7 -1 0 0 -284 295 2 -1 3 0000
-88 -46 -2 -1 -312 262 1 1 1 0000
8 33 0 0 -304 283 3 -3 1 0000
-12 14 0 0 -284 293 0 1 -2 0000
10 16 0 0 -307 267 0 0 0 0000
18 20 0 0 -303 307 -1 1 0 0000
39 20 1 0 -316 285 -5 -1 -3 0000
-54 -50 -1 -1 -329 279 2 0 4 0000
-3 5 0 0 -266 254 4 -3 1 0000
-23 -30 0 0 -311 282 0 2 2 0000
-3 -4 0 0 -283 251 -1 -1 0 0000
-8 31 0 0 -302 259 -1 0 3 0000
-39 -48 -1 0 -312 247 4 -1 1 0000
-58 -51 -1 -1 -297 257 2 3 1 0000
59 46 1 1 -265 261 -1 -2 0 0000
-44 -10 -1 -1 -298 211 0 3 2 0000
3 -21 0 0 -301 230 2 2 0 0000
-40 -9 -1 0 -308 223 1 0 3 0000
35 28 1 0 -280 193 1 -1 -2 0000
-68 -28 -1 -1 -297 211 0 0 1 0000
-51 -20 -1 -1 -285 225 -2 0 -1 0000
-74 -25 -1 -1 -270 233 2 1 -1 0000
-57 -51 -1 -1 -312 194 -1 0 0 0000
-100 -31 -2 -1 -288 213 4 2 -1 0000
-47 -15 -1 -1 -298 198 -2 0 0 0000
-155 -76 -3 -2 -282 177 0 -1 1 0000
-152 -74 -3 -2 -310 228 -1 -4 -2 0000
-199 -118 -4 -2 -316 211 0 -3 2 0000
-224 -140 -4 -3 -306 175 0 -1 3 0000
-236 -123 -5 -3 -291 179 -1 2 -2 0000
-234 -151 -5 -3 -290 162 -1 2 -1 0000
-237 -142 -5 -3 -327 149 0 1 -2 0000
-180 -99 -4 -2 -298 178 -4 2 2 0000
-86 -61 -2 -1 -290 186 2 1 4 0000
-70 -3 -1 -1 -296 199 2 2 1 0000
108 57 2 1 -288 121 1 -1 -2 0000
385 263 8 5 -282 121 -2 -2 0 0000
654 402 13 8 -297 166 0 -2 0 0000
1079 647 22 13 -287 121 -1 -1 0 0000
1449 836 29 17 -282 117 -2 -2 2 0000
1726 1009 35 21 -259 124 0 -1 1 0000
1829 1116 37 22 -263 146 0 -5 2 0001
1709 1030 34 21 -277 135 0 2 1 0000
1434 811 29 17 -280 121 -1 2 2 0000
1054 626 21 13 -275 119 -2 2 3 0000
667 391 13 8 -272 101 -2 0 2 0000
315 164 6 4 -267 121 -2 0 4 0000
160 99 3 2 -303 102 3 3 1 0000
-95 -65 -2 -1 -258 107 -3 -2 2 0000
-120 -91 -2 -1 -276 99 -1 2 3 0000
-195 -86 -4 -2 -240 65 0 -2 2 0000
-178 -102 -4 -2 -248 63 0 2 -1 0000
-206 -165 -4 -2 -266 115 0 2 0 0000
-209 -105 -4 -3 -278 104 -1 1 -2 0000
-160 -103 -3 -2 -281 84 -5 3 -4 0000
-139 -67 -3 -2 -233 73 0 1 0 0000
-13 -1 0 0 -241 71 1 -1 0 0000
6 -10 0 0 -218 58 -1 0 3 0000
46 46 1 1 -239 16 1 -3 1 0000
85 47 2 1 -215 93 -1 -2 1 0000
91 33 2 1 -245 65 -1 -1 -1 0000
119 63 2 1 -190 31 -1 -3 1 0000
174 101 3 2 -203 50 1 3 1 0000
206 126 4 2 -200 50 0 4 3 0000
182 90 4 2 -179 29 -4 -4 1 0000
202 136 4 2 -177 13 2 4 5 0000
215 129 4 3 -186 68 2 1 1 0000
227 133 5 3 -150 11 2 -4 -3 0000
228 106 5 3 -166 30 -1 0 -1 0000
266 156 5 3 -155 31 2 2 1 0000
283 176 6 3 -125 -11 -1 -2 -1 0000
281 157 6 3 -125 2 1 2 -2 0000
304 154 6 4 -146 -11 0 -2 3 0000
283 184 6 3 -90 -6 1 1 -2 0000
318 184 6 4 -106 12 3 -1 3 0000
342 198 7 4 -86 4 1 1 1 0000
332 198 7 4 -88 -53 3 -1 0 0000
341 192 7 4 -66 -26 1 1 2 0000
340 226 7 4 -45 -35 2 -1 4 0000
380 210 8 5 -48 -17 3 2 -2 0000
378 226 8 5 -20 -27 2 1 2 0000
457 238 9 5 -18 -57 1 2 0 0000
378 189 8 5 -7 -42 0 -2 -2 0000
389 250 8 5 0 -55 -4 0 1 0000
359 238 7 4 28 -34 1 2 0 0000
417 268 8 5 41 -55 -3 -1 1 0000
382 242 8 5 43 -82 0 0 0 0000
395 215 8 5 76 -82 -3 1 2 0000
417 266 8 5 74 -83 4 1 1 0000
431 236 9 5 89 -79 1 -1 2 0000
374 258 7 4 102 -25 3 0 -3 0000
365 251 7 4 105 -79 2 0 4 0000
376 232 8 5 122 -68 1 -3 -4 0000
398 253 8 5 141 -89 4 0 -1 0000
357 207 7 4 166 -81 -4 -1 2 0000
350 233 7 4 176 -88 -2 1 -1 0000
357 205 7 4 180 -96 2 1 1 0000
345 176 7 4 176 -102 -1 -3 -2 0000
343 197 7 4 192 -132 -2 1 -1 0000
240 158 5 3 224 -116 2 1 0 0000
251 165 5 3 212 -126 0 -1 -1 0000
238 121 5 3 239 -117 -1 0 -6 0000
271 189 5 3 222 -134 2 4 -1 0000
206 125 4 2 243 -102 -2 4 -1 0000
226 132 5 3 253 -129 0 -3 -1 0000
232 165 5 3 261 -131 -4 2 3 0000
264 204 5 3 289 -170 -4 0 -2 0000
185 123 4 2 286 -132 0 -1 -1 0000
179 74 4 2 282 -125 -2 -1 2 0000
174 119 3 2 304 -152 -4 -2 2 0000
136 69 3 2 314 -169 0 2 -2 0000
46 32 1 1 325 -134 5 -2 0 0000
176 83 4 2 309 -190 3 -1 3 0000
109 78 2 1 292 -148 -2 1 5 0000
87 72 2 1 312 -176 1 -4 0 0000
107 69 2 1 326 -187 1 -2 2 0000
71 79 1 1 301 -198 2 -2 2 0000
108 30 2 1 292 -184 -1 1 0 0000
58 38 1 1 323 -165 0 -3 0 0000
89 46 2 1 327 -203 -5 -2 -2 0000
49 71 1 1 294 -184 -1 -1 1 0000
20 11 0 0 279 -176 1 5 2 0000
65 46 1 1 248 -202 2 1 -1 0000
111 62 2 1 271 -197 1 3 1 0000
2 -31 0 0 303 -205 -1 3 0 0000
14 19 0 0 270 -220 0 -1 1 0000
-12 -21 0 0 251 -234 0 -1 -1 0000
66 30 1 1 227 -207 -2 0 3 0000
19 52 0 0 235 -210 1 1 0 0000
-58 -51 -1 -1 215 -213 -1 -2 -2 0000
-57 -27 -1 -1 252 -264 -2 -2 -3 0000
34 18 1 0 225 -264 -2 1 0 0000
13 9 0 0 211 -238 0 1 -3 0000
-58 2 -1 -1 176 -239 -1 -1 1 0000
-36 -26 -1 0 191 -244 -2 1 -3 0000
10 3 0 0 142 -254 -4 0 1 0000
-2 34 0 0 139 -226 1 -1 -1 0000
-61 -12 -1 -1 152 -258 5 -3 1 0000
17 16 0 0 136 -234 2 3 2 0000
-20 -4 0 0 92 -269 -4 0 0 0000
30 32 1 0 96 -295 0 -3 3 0000
5 19 0 0 94 -277 0 -2 0 0000
26 44 1 0 70 -304 1 3 2 0000
-68 -50 -1 -1 63 -255 3 5 -3 0000
12 9 0 0 64 -318 0 0 4 0000
21 -16 0 0 49 -272 -1 -1 -1 0000
5 29 0 0 14 -288 1 -1 0 0000
-45 -17 -1 -1 10 -263 -1 -3 -1 0000
-13 -61 0 0 -1 -296 -2 0 -1 0000
-69 -26 -1 -1 -12 -277 2 1 -1 0000
-29 1 -1 0 -11 -338 -2 2 -1 0000
-35 -11 -1 0 -31 -300 -2 2 1 0000
-2 20 0 0 -53 -311 -2 2 -2 0000
52 37 1 1 -74 -289 1 2 1 0000
-2 -7 0 0 -68 -288 2 0 0 0000
-25 -26 -1 0 -109 -302 -3 -1 1 0000
15 -24 0 0 -79 -314 -1 0 -2 0000
10 10 0 0 -77 -333 -2 1 2 0000
-6 -21 0 0 -97 -351 0 -2 -4 0000
-33 -25 -1 0 -144 -332 1 -1 -1 0000
4 -19 0 0 -138 -369 0 0 2 0000
7 42 0 0 -152 -357 2 -1 -2 0000
-5 -28 0 0 -153 -378 -4 5 2 0000
44 61 1 1 -159 -366 0 -1 -2 0000
56 36 1 1 -162 -342 -1 1 0 0000
-43 -8 -1 -1 -153 -335 1 1 -3 0000
-2 -13 0 0 -162 -366 0 -4 -4 0000
-51 -32 -1 -1 -194 -357 0 -5 2 0000
-30 -29 -1 0 -189 -354 0 -2 -1 0000
-27 -53 -1 0 -181 -347 1 3 0 0000
-18 11 0 0 -190 -361 -2 -1 -1 0000
39 61 1 0 -243 -370 -1 -1 0 0000
-39 -45 -1 0 -230 -383 1 -4 -1 0000
1 7 0 0 -226 -412 -2 -1 -1 0000
9 -9 0 0 -211 -392 0 4 1 0000
-7 -10 0 0 -254 -366 0 1 0 0000
3 -6 0 0 -244 -395 -1 0 -2 0000
-34 -14 -1 0 -275 -397 -3 1 0 0000
-28 -15 -1 0 -219 -394 -2 -3 5 0000
-35 -18 -1 0 -235 -421 4 1 -3 0000
-80 -51 -2 -1 -269 -384 1 0 0 0000
4 13 0 0 -278 -432 -4 1 0 0000
-27 -15 -1 0 -253 -384 -1 2 -2 0000
-20 -6 0 0 -263 -400 0 -1 1 0000
5 49 0 0 -245 -404 1 0 1 0000
-13 -11 0 0 -282 -389 1 0 -2 0000
-18 -18 0 0 -264 -390 2 0 -1 0000
-31 -21 -1 0 -274 -417 -1 -1 0 0000
34 -1 1 0 -254 -414 -1 -1 1 0000
-11 21 0 0 -295 -418 -1 3 4 0000
-12 -7 0 0 -288 -424 0 3 1 0000
14 18 0 0 -290 -458 0 0 1 0000
-4 -3 0 0 -283 -481 0 -1 4 0000
-42 -32 -1 -1 -288 -436 -1 -3 3 0000
-28 -26 -1 0 -305 -456 -4 5 2 0000
-39 -34 -1 0 -285 -475 -2 1 2 0000
-66 1 -1 -1 -298 -465 1 1 4 0000
-21 -33 0 0 -271 -421 0 -1 -2 0000
2 20 0 0 -310 -416 0 -1 1 0000
-31 -21 -1 0 -275 -437 0 6 -2 0000
-2 -30 0 0 -295 -439 2 1 2 0000
7 15 0 0 -292 -413 1 -2 0 0000
-19 -11 0 0 -292 -427 -2 -2 -3 0000
-30 -37 -1 0 -276 -441 2 -4 1 0000
-37 -22 -1 0 -293 -459 0 4 2 0000
-24 -7 0 0 -284 -450 -2 -2 -2 0000
31 40 1 0 -286 -433 0 0 4 0000
-13 -32 0 0 -283 -445 -3 -1 2 0000
-30 -16 -1 0 -304 -441 -1 1 -3 0000
-30 -30 -1 0 -277 -454 2 0 3 0000
-14 -22 0 0 -291 -434 -2 -1 -1 0000
-12 -8 0 0 -308 -457 1 3 1 0000
24 37 0 0 -280 -471 -1 1 1 0000
-30 -33 -1 0 -292 -481 0 1 0 0000
12 2 0 0 -290 -467 4 0 -3 0000
-38 -13 -1 0 -281 -445 0 3 -6 0000
-15 -30 0 0 -320 -447 0 -4 -1 0000
-38 -37 -1 0 -293 -493 0 -1 1 0000
-6 8 0 0 -283 -514 -2 0 -1 0000
-8 -19 0 0 -286 -482 1 3 1 0000
-24 -8 0 0 -295 -444 3 -2 -2 0000
